County Name,Total Population,Median Age,White Alone,Black/African American,Hispanic or Latino,Asian Alone,Median Household Income,Per Capita Income,Persons in Poverty,Unemployment Count,Total Housing Units,Median Gross Rent,Median Home Value,state,county
"Scott County, Iowa",174315,38.7,142560,12261,12668,4930,72792,40926,20277,3607,77613,919,198000,19,163
"Shelby County, Iowa",11737,45.5,11080,108,382,0,70295,38664,1011,150,5422,879,152900,19,165
"Sioux County, Iowa",35815,34.4,32394,180,4088,158,81914,34914,2039,452,13046,795,220700,19,167
"Story County, Iowa",98573,26.5,82650,2333,3751,7179,66197,35704,16953,3139,41347,991,229100,19,169
"Tama County, Iowa",17017,41.0,14134,177,1965,104,65483,33046,2513,387,7589,829,129400,19,171
"Taylor County, Iowa",5916,44.1,5380,7,529,0,65926,33092,496,98,2908,636,104500,19,173
"Union County, Iowa",12107,40.0,11494,47,382,76,56495,30966,1401,341,5791,712,113800,19,175
"Van Buren County, Iowa",7207,45.0,6982,30,118,46,58417,32188,788,156,3509,661,107700,19,177
"Wapello County, Iowa",35292,39.4,30266,1133,4069,538,56209,30025,6001,755,15754,909,105800,19,179
"Warren County, Iowa",52709,38.5,49561,396,1709,389,89741,41279,3135,905,21083,943,234300,19,181
"Washington County, Iowa",22534,40.1,20693,91,1582,91,71122,35451,1655,312,9606,849,182400,19,183
"Wayne County, Iowa",6484,41.9,6166,19,117,4,58257,32524,847,46,3032,627,98700,19,185
"Webster County, Iowa",36986,39.8,32373,1256,2173,434,65335,33836,4151,591,16981,747,130400,19,187
"Winnebago County, Iowa",10704,41.5,9901,87,574,329,62853,34966,779,143,5089,669,121700,19,189
"Winneshiek County, Iowa",20050,42.6,19165,163,486,132,67770,37561,1601,230,8958,763,225400,19,191
"Woodbury County, Iowa",105526,35.9,81084,4491,19087,2476,68399,33080,13876,2488,42864,913,158000,19,193
"Worth County, Iowa",7417,43.9,7076,77,241,27,69897,36585,537,135,3486,685,130600,19,195
"Wright County, Iowa",12897,41.5,11503,21,1762,28,58240,33964,1810,131,6281,731,105400,19,197
"Allen County, Kansas",12554,41.1,11440,219,519,99,55059,27155,1841,445,6067,703,95700,20,001
"Anderson County, Kansas",7799,39.7,7369,77,204,4,67651,29665,1004,121,3568,778,141700,20,003
"Atchison County, Kansas",16309,36.1,14318,602,531,80,55281,27644,2149,365,6817,771,123400,20,005
"Barber County, Kansas",4081,42.8,3809,9,312,32,53774,32879,809,48,2496,695,83300,20,007
"Barton County, Kansas",25477,39.2,21931,277,4054,92,54634,31516,3592,532,12396,738,113200,20,009
"Bourbon County, Kansas",14405,38.1,13024,413,452,63,55826,29328,1785,257,6779,774,95600,20,011
"Brown County, Kansas",9486,41.8,7862,88,537,45,55876,29646,1347,208,4507,662,108700,20,013
"Butler County, Kansas",67618,38.2,60166,1737,3741,925,77724,35209,5088,1027,27019,963,181700,20,015
"Chase County, Kansas",2570,44.1,2337,13,171,2,52481,32022,216,14,1407,602,108300,20,017
"Chautauqua County, Kansas",3389,45.9,2845,31,152,14,51210,28267,587,79,1983,740,58400,20,019
"Cherokee County, Kansas",19380,42.4,17212,169,627,53,53382,26832,2615,202,9168,743,91800,20,021
"Cheyenne County, Kansas",2619,43.0,2377,1,196,0,52730,34829,392,23,1453,673,114700,20,023
"Clark County, Kansas",1977,46.3,1721,0,142,18,58287,30253,220,10,1044,798,78500,20,025
"Clay County, Kansas",8088,43.1,7702,150,257,32,57765,32628,899,53,3935,750,136600,20,027
"Cloud County, Kansas",9008,38.8,8421,78,347,0,51197,28318,1024,203,4520,713,91100,20,029
"Coffey County, Kansas",8334,43.9,7862,40,290,46,67645,35984,923,221,3976,813,131200,20,031
"Comanche County, Kansas",1825,46.8,1782,3,48,0,49754,30989,152,35,1035,635,63800,20,033
"Cowley County, Kansas",34661,38.1,29043,718,4020,619,55726,29977,4519,863,15626,776,104000,20,035
"Crawford County, Kansas",39012,32.9,35162,819,2502,676,49779,28530,7742,795,18029,821,114100,20,037
"Decatur County, Kansas",2771,50.6,2633,29,101,4,49412,33767,329,68,1646,700,76100,20,039
"Dickinson County, Kansas",18492,41.8,17007,221,979,129,62971,35615,1601,279,8785,755,137000,20,041
"Doniphan County, Kansas",7501,41.9,6830,361,224,8,66358,31314,768,60,3386,733,116400,20,043
"Douglas County, Kansas",119094,30.7,94930,5101,7950,5873,66153,37261,18017,3361,52818,1041,259500,20,045
"Edwards County, Kansas",2849,43.8,2503,10,610,14,52750,31368,378,55,1549,715,65500,20,047
"Elk County, Kansas",2453,50.4,2267,2,116,11,50000,28159,362,38,1511,554,57100,20,049
"Ellis County, Kansas",28921,32.9,26212,381,1861,452,59665,37217,4223,567,13214,864,199100,20,051
"Ellsworth County, Kansas",6374,43.1,5601,205,392,22,59844,29968,471,96,3102,675,109400,20,053
"Finney County, Kansas",38187,31.9,23521,1702,19517,1642,68481,29805,4791,1057,14174,964,183900,20,055
"Ford County, Kansas",34212,32.6,22802,849,19322,468,67997,28502,3959,574,12568,948,121500,20,057
"Franklin County, Kansas",25968,40.2,23846,167,1199,132,68217,32997,2100,349,11180,882,175500,20,059
"Geary County, Kansas",36247,26.6,22400,6192,6086,1143,57992,27030,6544,627,15893,1132,162400,20,061
"Gove County, Kansas",2758,42.1,2625,21,64,30,59417,33295,173,44,1336,726,112800,20,063
"Graham County, Kansas",2430,47.2,2207,103,100,32,47071,30222,238,76,1432,696,87400,20,065
"Grant County, Kansas",7336,32.9,5634,9,3631,30,84808,36280,387,135,2932,676,147800,20,067
"Gray County, Kansas",5719,36.1,5289,0,980,12,74500,34339,228,64,2334,802,162400,20,069
"Greeley County, Kansas",1279,40.6,1072,2,263,0,69948,36078,101,1,633,749,115700,20,071
"Greenwood County, Kansas",6001,48.4,5586,30,258,20,51812,34862,903,76,3671,663,64900,20,073
"Hamilton County, Kansas",2520,35.4,2055,0,857,0,58750,28145,198,0,967,900,116800,20,075
"Harper County, Kansas",5457,41.5,4970,8,388,11,53032,26970,825,121,3045,654,81000,20,077
"Harvey County, Kansas",33959,40.5,28957,544,4274,341,70685,33965,3163,736,14585,857,160100,20,079
"Haskell County, Kansas",3735,38.0,2831,13,1187,0,66458,32908,332,66,1551,713,132500,20,081
"Hodgeman County, Kansas",1770,46.0,1715,2,118,0,63125,33911,152,18,851,854,86100,20,083
"Jackson County, Kansas",13274,40.7,11283,139,716,28,70385,32499,1036,135,5612,821,169100,20,085
"Jefferson County, Kansas",18387,43.2,17247,137,595,44,74562,38535,1096,338,7967,832,193000,20,087
"Jewell County, Kansas",2929,51.1,2732,33,50,8,47109,32759,543,20,1774,570,58400,20,089
"Johnson County, Kansas",610742,38.1,500746,29591,49729,32803,103644,56364,31858,11068,252108,1312,343300,20,091
"Kearny County, Kansas",3964,34.9,3241,117,1293,23,68750,29465,607,39,1582,996,143200,20,093
"Kingman County, Kansas",7369,43.6,6912,19,293,1,59640,33453,570,175,3671,832,97500,20,095
"Kiowa County, Kansas",2445,41.5,2230,18,137,62,70347,35199,116,47,1158,706,121600,20,097
"Labette County, Kansas",20096,40.6,17431,815,1017,12,56143,29585,2988,230,9542,723,94600,20,099
"Lane County, Kansas",1528,47.9,1388,7,187,40,52222,35779,137,3,887,575,82300,20,101
"Leavenworth County, Kansas",82050,38.0,66198,6151,6080,1056,84307,37482,7711,1632,31280,1102,240800,20,103
"Lincoln County, Kansas",2929,44.6,2794,5,113,0,52540,31383,368,26,1679,532,94100,20,105
"Linn County, Kansas",9696,45.0,9074,93,295,57,56697,34053,1105,197,5144,763,148200,20,107
"Logan County, Kansas",2752,39.9,2573,0,168,15,70382,38363,269,5,1372,793,116100,20,109
"Lyon County, Kansas",32182,32.9,25678,577,7232,610,56415,29425,5034,479,14998,763,136100,20,111
"McPherson County, Kansas",30085,39.8,28218,540,1436,215,71250,34116,3020,340,13082,871,180900,20,113
"Marion County, Kansas",11867,43.4,11158,130,470,69,60011,33087,970,219,5699,680,114700,20,115
"Marshall County, Kansas",10014,42.3,9433,74,301,68,64306,36854,1036,143,4766,671,112300,20,117
"Meade County, Kansas",4019,37.7,3327,37,882,32,74063,47644,276,25,1912,736,137500,20,119
"Miami County, Kansas",34312,42.5,31811,397,1233,177,85564,40169,2347,487,13939,1034,253100,20,121
"Mitchell County, Kansas",5829,41.9,5451,12,196,36,63008,35258,854,18,3128,668,100700,20,123
"Montgomery County, Kansas",31448,40.2,25416,1539,2326,179,51513,28270,5146,670,15625,747,90200,20,125
"Morris County, Kansas",5385,46.5,5039,9,302,30,52866,32462,582,57,3003,706,111700,20,127
"Morton County, Kansas",2688,39.5,2230,25,643,37,57943,27423,345,40,1321,653,96000,20,129
"Nemaha County, Kansas",10219,40.0,9741,48,231,16,72788,36959,863,90,4507,780,174500,20,131
"Neosho County, Kansas",15826,40.3,14611,192,1001,88,54894,29850,2286,333,7239,623,99400,20,133
"Ness County, Kansas",2677,48.4,2223,8,367,4,64907,39978,276,9,1500,606,80400,20,135
"Norton County, Kansas",5431,40.4,4896,156,311,28,52710,28514,420,31,2463,722,109800,20,137
"Osage County, Kansas",15787,42.6,14885,58,568,22,66155,32120,1726,260,7273,781,138400,20,139
"Osborne County, Kansas",3493,46.4,3288,17,91,11,58750,34669,454,32,2050,618,80600,20,141
"Ottawa County, Kansas",5768,42.3,5461,43,183,4,74551,34893,589,100,2680,717,157800,20,143
"Pawnee County, Kansas",6288,46.1,5527,358,472,0,54141,32542,642,46,3065,769,93800,20,145
"Phillips County, Kansas",4960,44.9,4663,63,174,21,57611,34396,799,96,2816,601,95400,20,147
"Pottawatomie County, Kansas",25482,35.8,23392,438,1373,110,85241,35715,1821,233,9938,1009,221600,20,149
"Pratt County, Kansas",9175,37.6,8257,206,691,17,61685,31949,1005,158,4390,763,111100,20,151
"Rawlins County, Kansas",2544,46.2,2362,14,197,11,61827,33003,274,13,1372,695,108500,20,153
"Reno County, Kansas",61881,40.5,54445,1307,6201,403,57390,31695,7243,1277,28309,828,119200,20,155
"Republic County, Kansas",4686,47.5,4505,58,112,13,54531,31626,465,14,2682,656,71000,20,157
"Rice County, Kansas",9441,39.0,8066,189,1111,41,58523,32074,854,162,4395,711,87700,20,159
"Riley County, Kansas",72105,24.9,57298,4591,6141,3195,56327,33147,13920,1881,30595,1016,231000,20,161
"Rooks County, Kansas",4925,44.9,4670,86,127,15,60821,33751,218,44,2637,676,88200,20,163
"Rush County, Kansas",2939,46.4,2675,16,160,16,53523,37166,368,69,1683,724,74900,20,165
"Russell County, Kansas",6702,45.3,6061,55,294,10,49929,30680,1143,132,3693,757,103500,20,167
"Saline County, Kansas",54160,39.9,47242,1697,6524,1100,59887,32504,6293,1035,24116,869,161900,20,169
"Scott County, Kansas",5128,38.7,4342,0,1082,27,53365,29999,379,65,2262,642,166100,20,171
"Sedgwick County, Kansas",522700,35.8,381239,42066,80925,22280,65372,35338,70351,14135,224058,937,175700,20,173
"Seward County, Kansas",21942,30.5,10137,649,14093,523,57131,25391,2918,295,8268,827,126000,20,175
"Shawnee County, Kansas",178625,39.4,139041,14335,23577,2628,63463,36011,22395,3688,80673,942,159900,20,177
"Sheridan County, Kansas",2450,42.5,2259,3,146,0,66719,41462,186,6,1160,622,134900,20,179
"Sherman County, Kansas",5940,38.0,5230,113,759,2,61404,37930,590,75,2951,827,123900,20,181
"Smith County, Kansas",3561,50.0,3394,21,95,12,50943,33881,256,37,2041,564,83900,20,183
"Stafford County, Kansas",4054,42.2,3646,11,543,5,60000,32921,436,72,2113,598,96100,20,185
"Stanton County, Kansas",2060,39.6,1778,0,877,1,66000,39063,268,31,1081,825,74000,20,187
"Stevens County, Kansas",5275,36.3,3891,20,2012,0,67950,25674,816,47,2247,899,133800,20,189
"Sumner County, Kansas",22517,42.0,20464,225,1326,136,59397,31072,2553,548,10390,838,116400,20,191
"Thomas County, Kansas",7907,35.2,7421,72,603,24,72417,37610,489,25,3576,742,165300,20,193
"Trego County, Kansas",2798,47.8,2727,2,23,11,77500,42029,198,37,1657,646,114900,20,195
"Wabaunsee County, Kansas",6922,43.7,6425,70,342,49,70000,34243,402,102,3128,790,169600,20,197
"Wallace County, Kansas",1489,43.1,1362,10,101,9,57708,34406,228,16,742,564,96200,20,199
"Washington County, Kansas",5529,44.9,5221,10,242,41,59432,32781,538,49,2736,540,106100,20,201
"Wichita County, Kansas",2131,43.1,1695,15,531,0,69551,36589,315,22,1002,683,96700,20,203
"Wilson County, Kansas",8667,42.4,8153,18,326,2,55439,32008,1387,148,4498,725,91700,20,205
"Woodson County, Kansas",3134,46.6,2908,2,27,0,50670,28380,408,88,1843,584,85300,20,207
"Wyandotte County, Kansas",167989,34.3,84386,34478,50738,8862,57771,27534,27937,4773,68482,1043,139800,20,209
"Adair County, Kentucky",18887,40.3,17444,307,468,73,49690,26098,3490,557,8629,725,126900,21,001
"Allen County, Kentucky",20773,40.5,19906,167,503,10,57159,28307,3381,704,9237,831,160200,21,003
"Anderson County, Kentucky",23839,41.9,22366,728,514,28,69885,33513,3160,620,10055,839,198800,21,005
"Ballard County, Kentucky",7742,44.7,7162,301,125,40,57111,31315,1085,179,3710,758,102000,21,007
"Barren County, Kentucky",44511,40.2,39938,1555,1608,366,48141,27732,9187,965,19929,745,156800,21,009
"Bath County, Kentucky",12739,39.5,12170,216,228,17,51471,27018,2916,144,5463,566,101300,21,011
"Bell County, Kentucky",24248,41.5,22897,469,329,28,33658,19262,6153,801,11634,608,76700,21,013
"Boone County, Kentucky",136150,38.0,119240,4889,6174,3156,91697,41281,7725,2033,51773,1177,237600,21,015
"Bourbon County, Kentucky",20228,41.8,17459,1001,1451,24,54580,30123,3015,529,9134,761,187700,21,017
"Boyd County, Kentucky",48242,42.1,44883,985,947,159,58327,30993,8071,1412,21745,796,129000,21,019
"Boyle County, Kentucky",30613,40.0,26221,2496,1036,235,56568,29955,4154,840,12933,762,179800,21,021
"Bracken County, Kentucky",8420,41.7,8090,115,67,14,59911,29164,1410,244,3844,744,115100,21,023
"Breathitt County, Kentucky",13580,42.7,13058,140,157,102,38209,21985,3801,444,6563,501,58800,21,025
"Breckinridge County, Kentucky",20528,42.3,19435,346,400,0,51756,27733,4734,650,10725,697,124800,21,027
"Bullitt County, Kentucky",82482,41.1,76665,1006,2139,542,73900,34362,8667,1994,32854,947,214000,21,029
"Butler County, Kentucky",12365,41.4,11869,64,467,83,47589,23862,2367,266,5465,650,102200,21,031
"Caldwell County, Kentucky",12635,42.4,11418,757,277,0,52488,31255,2024,266,6092,706,103200,21,033
"Calloway County, Kentucky",37345,35.6,33622,1302,1050,596,48276,27850,6405,859,17983,770,169100,21,035
"Campbell County, Kentucky",93122,38.9,85964,2454,2116,912,71979,42846,10536,1859,41465,979,214400,21,037
"Carlisle County, Kentucky",4782,42.9,4481,58,118,26,53065,31403,949,80,2305,764,90100,21,039
"Carroll County, Kentucky",10842,38.5,9557,354,745,0,50625,27858,2140,321,4675,806,128100,21,041
"Carter County, Kentucky",26671,41.9,25518,112,265,30,47004,24949,6195,582,12249,708,122300,21,043
"Casey County, Kentucky",15942,41.9,15228,146,488,46,42190,22970,4059,636,7388,618,124300,21,045
"Christian County, Kentucky",72766,28.4,49743,14698,6145,904,48920,25973,11227,1967,29273,984,142000,21,047
"Clark County, Kentucky",36897,40.9,33626,1422,1231,232,61878,36028,5451,920,16165,858,183200,21,049
"Clay County, Kentucky",20322,40.4,18736,852,250,11,37888,19579,5891,689,8630,642,73500,21,051
"Clinton County, Kentucky",9295,42.4,8828,14,309,129,41180,23905,1850,222,4872,605,90600,21,053
"Crittenden County, Kentucky",8979,43.4,8596,64,175,25,45810,28035,1560,123,4344,670,105300,21,055
"Cumberland County, Kentucky",5974,45.4,5562,162,105,49,40515,22668,1658,93,3408,516,126100,21,057
"Daviess County, Kentucky",102916,38.7,90247,4894,3549,2126,64021,33599,13990,2024,43927,890,171100,21,059
"Edmonson County, Kentucky",12179,45.0,11621,96,191,0,53029,26781,2035,346,6389,672,116000,21,061
"Elliott County, Kentucky",7378,43.6,7080,213,70,0,39469,17242,1492,121,3056,625,90400,21,063
"Estill County, Kentucky",14138,43.7,13599,20,118,103,39980,21880,3353,460,6839,665,100600,21,065
"Fayette County, Kentucky",321276,35.2,230704,47240,23839,13248,66087,40953,46179,8857,146345,1065,247900,21,067
"Fleming County, Kentucky",15111,40.8,14385,132,257,79,46885,26230,3167,557,6753,684,109300,21,069
"Floyd County, Kentucky",35780,42.9,34503,302,68,132,38723,22179,10254,817,17446,740,89900,21,071
"Franklin County, Kentucky",51475,40.0,42223,4490,1993,881,62929,38104,6596,1234,23983,902,184000,21,073
"Fulton County, Kentucky",6480,39.2,4601,1531,95,0,35449,19960,1633,130,3195,622,75000,21,075
"Gallatin County, Kentucky",8720,38.7,7700,236,511,6,58641,27398,1445,152,3726,815,154600,21,077
"Garrard County, Kentucky",17175,43.5,15937,403,421,0,58263,30728,2657,403,7284,825,170800,21,079
"Grant County, Kentucky",25085,36.5,23283,220,777,35,65461,29113,3157,521,10099,835,173600,21,081
"Graves County, Kentucky",36701,39.9,31928,1482,2713,149,52526,28978,7141,587,16526,662,134900,21,083
"Grayson County, Kentucky",26465,40.0,25305,135,394,88,47024,25565,5462,542,13346,636,141500,21,085
"Green County, Kentucky",11198,45.1,10610,201,199,11,38595,24090,2356,428,5278,610,97100,21,087
"Greenup County, Kentucky",35853,43.8,34321,335,436,238,58562,32070,5323,903,16248,824,132200,21,089
"Hancock County, Kentucky",9058,41.2,8617,81,160,10,68102,30579,1345,185,3902,785,116800,21,091
"Hardin County, Kentucky",111005,37.2,85855,13155,6658,2177,64136,35226,12401,3478,46920,909,186500,21,093
"Harlan County, Kentucky",26589,41.2,25163,548,79,122,35128,20511,7799,904,13016,625,71300,21,095
"Harrison County, Kentucky",18803,42.6,17703,389,480,0,58840,29748,2925,241,8101,710,170600,21,097
"Hart County, Kentucky",19345,40.3,17700,818,393,102,45561,23837,4259,289,8841,658,115500,21,099
"Henderson County, Kentucky",44770,41.0,38740,3225,1315,134,56912,30949,7431,775,20098,775,156200,21,101
"Henry County, Kentucky",15731,41.4,14354,374,580,84,58294,28842,2534,285,6634,863,161600,21,103
"Hickman County, Kentucky",4491,46.6,3879,422,100,2,68589,38895,726,78,2163,755,112700,21,105
"Hopkins County, Kentucky",45223,41.4,40079,2743,1021,269,54466,27878,8424,1517,20949,815,125800,21,107
"Jackson County, Kentucky",13002,40.9,12662,28,140,10,38516,21876,2905,275,6007,652,101900,21,109
"Jefferson County, Kentucky",779232,38.5,526215,171527,48984,23233,66296,39994,107897,20845,356155,1045,222200,21,111
"Jessamine County, Kentucky",53381,38.4,47599,2301,2095,720,69905,37703,6254,1191,20733,972,226900,21,113
"Johnson County, Kentucky",22631,41.7,21837,103,128,269,44231,22931,4728,433,10526,714,130900,21,115
"Kenton County, Kentucky",169066,37.7,149427,7402,6094,2183,76016,40780,19922,4064,72564,961,207700,21,117
"Knott County, Kentucky",14282,44.2,13800,154,153,21,38336,20536,3798,502,6718,635,66600,21,119
"Knox County, Kentucky",30207,40.1,28973,225,449,26,34254,20658,10030,897,13817,623,109200,21,121
"Larue County, Kentucky",14902,41.3,13644,458,497,24,57867,28038,2760,186,6485,816,164000,21,123
"Laurel County, Kentucky",62442,39.8,60151,406,987,166,53693,26829,12608,977,26569,772,141300,21,125
"Lawrence County, Kentucky",16228,41.2,15871,36,245,66,42488,21163,4236,251,7534,735,100300,21,127
"Lee County, Kentucky",7338,41.8,6901,149,171,10,31682,18651,2082,201,3226,567,77400,21,129
"Leslie County, Kentucky",10468,43.2,10164,44,73,26,37019,18739,3381,371,4909,550,77900,21,131
"Letcher County, Kentucky",21490,42.7,20950,141,199,43,38466,23522,6082,587,10614,625,66000,21,133
"Lewis County, Kentucky",13063,42.5,12683,4,4,24,36662,20579,3428,328,6058,690,83400,21,135
"Lincoln County, Kentucky",24320,41.4,22818,437,457,65,49487,25972,4150,692,10832,678,130100,21,137
"Livingston County, Kentucky",8980,46.0,8620,53,229,3,56125,31024,1503,251,4624,849,108100,21,139
"Logan County, Kentucky",27498,40.8,24789,1610,854,121,58869,27741,4268,690,12462,683,134200,21,141
"Lyon County, Kentucky",8721,47.9,7856,563,219,62,64081,30441,724,117,4788,689,164100,21,143
"McCracken County, Kentucky",67573,42.5,56261,7077,1882,658,58490,36401,10045,1109,32093,849,172300,21,145
"McCreary County, Kentucky",16892,39.2,15247,1170,276,38,35000,17450,5147,290,6933,580,85300,21,147
"McLean County, Kentucky",9173,43.2,8802,91,188,37,64020,32382,721,272,4180,534,139400,21,149
"Madison County, Kentucky",92955,34.4,83656,3637,2550,829,59797,31290,14057,2597,39382,826,200600,21,151
"Magoffin County, Kentucky",11647,41.4,11404,4,152,48,31927,19582,3503,439,5462,623,83400,21,153
"Marion County, Kentucky",19627,39.8,17460,1351,557,123,49627,25133,4180,493,8381,687,141000,21,155
"Marshall County, Kentucky",31706,44.6,30654,219,575,73,64597,32853,3744,428,16391,742,160600,21,157
"Martin County, Kentucky",11298,39.8,10071,739,206,10,45265,21276,2357,207,4831,695,91800,21,159
"Mason County, Kentucky",17068,42.1,15028,1156,375,95,48460,33842,3142,359,8181,697,156600,21,161
"Meade County, Kentucky",29964,39.2,27188,1118,1197,256,68518,34781,3925,582,12043,929,187400,21,163
"Menifee County, Kentucky",6174,43.4,6076,12,149,0,43797,22682,1643,98,3437,646,104600,21,165
"Mercer County, Kentucky",22662,43.1,20811,790,747,42,60728,30424,2515,471,10355,720,181400,21,167
"Metcalfe County, Kentucky",10313,42.6,9800,196,204,7,46932,23380,2447,219,4704,585,95100,21,169
"Monroe County, Kentucky",11331,41.2,10718,295,364,24,47252,26549,2334,279,5239,654,113900,21,171
"Montgomery County, Kentucky",28188,40.5,26276,759,838,118,53436,26423,4525,740,12122,775,142300,21,173
"Morgan County, Kentucky",13840,42.3,12764,563,152,133,46018,23257,2494,140,5633,681,90800,21,175
"Muhlenberg County, Kentucky",30735,43.0,28586,722,511,351,50935,31621,4840,643,13518,658,115900,21,177
"Nelson County, Kentucky",46779,39.9,42608,2235,1108,245,66212,33585,4051,682,19799,913,204000,21,179
"Nicholas County, Kentucky",7613,38.9,7295,55,0,0,57539,24714,1215,177,3318,661,111300,21,181
"Ohio County, Kentucky",23782,41.0,22431,232,822,35,52474,26712,3263,472,10196,760,114900,21,183
"Oldham County, Kentucky",67997,39.5,60436,2662,2773,1139,117334,50534,2561,1317,23195,1113,357500,21,185
"Owen County, Kentucky",11229,42.9,10588,117,63,17,56485,28446,1571,238,5370,827,151300,21,187
"Owsley County, Kentucky",4054,48.0,3705,54,0,6,32844,19405,1114,181,1948,-666666666,78500,21,189
"Pendleton County, Kentucky",14638,41.7,13798,90,211,57,58723,28919,2550,352,6278,838,152000,21,191
"Perry County, Kentucky",28136,41.3,26590,269,311,211,45330,27913,6521,823,13226,735,92800,21,193
"Pike County, Kentucky",58196,42.5,55991,452,579,306,41271,25153,13607,1513,28918,826,96900,21,195
"Powell County, Kentucky",13089,39.5,12389,35,259,0,38415,23336,2680,368,5599,693,123400,21,197
"Pulaski County, Kentucky",65145,41.8,62178,594,1752,549,48768,29215,13636,1400,31615,810,140400,21,199
"Robertson County, Kentucky",2207,39.0,2163,7,39,0,53798,24146,450,63,1044,625,143500,21,201
"Rockcastle County, Kentucky",16171,42.9,15742,16,177,13,45693,26640,3693,426,7353,685,100300,21,203
"Rowan County, Kentucky",24551,30.6,23425,505,513,200,50038,28578,5366,526,10539,759,149900,21,205
"Russell County, Kentucky",18021,42.4,16876,194,693,0,48220,25790,3803,479,10102,611,121400,21,207
"Scott County, Kentucky",57286,36.1,49806,2821,2590,563,80782,38391,5173,1145,22930,1098,240800,21,209
"Shelby County, Kentucky",48105,40.6,39988,2492,4622,537,81012,37918,3706,817,18944,939,247500,21,211
"Simpson County, Kentucky",19574,39.2,16639,1839,539,78,55907,27951,2694,327,8302,968,178600,21,213
"Spencer County, Kentucky",19549,42.9,18612,341,514,86,101118,39997,1607,660,7480,927,288200,21,215
"Taylor County, Kentucky",26056,37.3,23781,1136,666,241,63211,29899,3551,624,11201,708,156800,21,217
"Todd County, Kentucky",12281,36.6,10560,987,589,13,57891,30252,2548,229,5143,789,126600,21,219
"Trigg County, Kentucky",14154,45.8,12457,896,353,42,55864,30172,2556,239,7596,639,173900,21,221
"Trimble County, Kentucky",8510,42.0,7966,25,291,55,66492,28958,1147,331,3864,894,152600,21,223
"Union County, Kentucky",13495,41.3,11941,1184,259,48,58260,28196,2487,216,5884,735,109100,21,225
"Warren County, Kentucky",135307,33.3,107134,11877,7652,6723,63074,34201,22132,3409,57080,942,227300,21,227
"Washington County, Kentucky",12025,42.3,10603,660,64,63,65456,30217,1657,136,5206,782,158700,21,229
"Wayne County, Kentucky",19666,43.4,18280,97,729,8,41583,27016,4898,376,10169,676,112800,21,231
"Webster County, Kentucky",12951,39.7,11643,534,752,6,55451,25177,2022,336,5731,710,86700,21,233
"Whitley County, Kentucky",36648,36.1,35222,329,563,93,44332,22310,8189,908,15492,692,114300,21,235
"Wolfe County, Kentucky",6573,41.0,6474,10,0,5,28666,14727,2362,388,3067,440,62200,21,237
"Woodford County, Kentucky",26886,42.5,24095,1034,1793,101,78295,38567,2228,343,11501,936,259100,21,239
"Acadia Parish, Louisiana",57674,36.7,45230,9511,1780,95,44977,25731,13459,2179,25030,719,145100,22,001
"Allen Parish, Louisiana",22798,38.5,16916,4052,1460,164,52755,23971,3711,758,9532,734,113400,22,003
"Ascension Parish, Louisiana",126973,36.2,85412,29074,7829,1525,93800,41355,12453,2979,49998,1230,255600,22,005
"Assumption Parish, Louisiana",21067,41.9,13836,6091,714,88,47023,28758,3354,744,10032,766,130600,22,007
"Avoyelles Parish, Louisiana",39529,38.6,25755,10126,870,251,38696,23597,10160,1197,18261,749,123600,22,009
"Beauregard Parish, Louisiana",36553,37.3,29563,4267,1448,247,68525,33582,4765,1275,15802,867,150200,22,011
"Bienville Parish, Louisiana",12958,42.1,7066,5396,285,6,34268,22269,3928,267,6907,541,85800,22,013
"Bossier Parish, Louisiana",128877,36.0,86183,30766,8914,2589,64598,33873,21074,3176,55638,1101,206600,22,015
"Caddo Parish, Louisiana",236259,38.7,105210,116373,7200,3012,47572,31612,50825,9102,112469,927,166700,22,017
"Calcasieu Parish, Louisiana",210770,36.7,143271,51821,8823,3113,64370,33486,35580,5460,93431,1025,196900,22,019
"Caldwell Parish, Louisiana",9658,40.2,7453,1957,82,7,45707,28491,2327,468,4634,801,103500,22,021
"Cameron Parish, Louisiana",5447,43.3,4964,60,218,50,69847,33858,669,55,3556,-666666666,177600,22,023
"Catahoula Parish, Louisiana",8895,38.8,5938,2813,97,7,48259,24910,1873,203,4461,712,91300,22,025
"Claiborne Parish, Louisiana",14203,42.3,6479,7051,253,19,32034,18721,4005,231,6858,626,79100,22,027
"Concordia Parish, Louisiana",18677,37.8,10752,7327,355,63,38929,21941,5864,741,9003,772,94600,22,029
"De Soto Parish, Louisiana",26821,39.3,16276,9164,879,73,49807,28772,5381,766,12463,660,144100,22,031
"East Baton Rouge Parish, Louisiana",454369,34.0,203084,205448,20482,14103,62083,37540,78833,16637,204246,1081,232800,22,033
"East Carroll Parish, Louisiana",7371,33.9,2042,4935,110,0,30856,19646,2216,301,3319,724,72600,22,035
"East Feliciana Parish, Louisiana",19452,44.3,10650,7796,351,58,64709,32720,2441,385,8124,678,204800,22,037
"Evangeline Parish, Louisiana",32335,36.9,21415,8193,1352,85,34526,21877,8576,1860,14494,667,101000,22,039
"Franklin Parish, Louisiana",19752,39.0,13180,6008,328,44,41129,23658,4884,676,8936,701,99200,22,041
"Grant Parish, Louisiana",22185,37.9,17532,3366,1190,75,57362,25077,2855,323,9023,816,128100,22,043
