County Name,Total Population,Median Age,White Alone,Black/African American,Hispanic or Latino,Asian Alone,Median Household Income,Per Capita Income,Persons in Poverty,Unemployment Count,Total Housing Units,Median Gross Rent,Median Home Value,state,county
"Madison County, Ohio",43961,41.4,38726,2271,1127,385,77062,33512,4009,705,16255,899,201200,39,097
"Mahoning County, Ohio",227979,43.3,174852,32671,14922,2067,54279,32591,39017,8071,108203,753,132000,39,099
"Marion County, Ohio",65366,40.7,57521,3375,1971,482,55106,29257,9641,1639,27405,837,135900,39,101
"Medina County, Ohio",182347,42.7,170020,2585,4545,1826,89968,45038,10758,2951,75138,1053,249700,39,103
"Meigs County, Ohio",22242,43.2,21533,96,188,0,46255,26103,4287,567,10679,689,104400,39,105
"Mercer County, Ohio",42321,39.4,40618,216,834,259,73278,33892,2637,446,17898,749,192800,39,107
"Miami County, Ohio",108818,41.1,99955,2198,2101,1790,71440,37701,9102,1906,46770,906,190900,39,109
"Monroe County, Ohio",13401,46.1,12813,119,40,13,55381,33127,1841,313,7160,668,122800,39,111
"Montgomery County, Ohio",536121,39.0,377282,109498,18342,11954,61942,35767,78373,15773,252061,925,154300,39,113
"Morgan County, Ohio",13851,44.6,12714,445,139,16,51056,25973,2264,284,7295,689,121200,39,115
"Morrow County, Ohio",35049,42.7,33434,240,605,154,70412,32987,3659,459,14507,895,185800,39,117
"Muskingum County, Ohio",86393,40.5,78628,2786,1132,455,56810,31436,13133,1917,38348,776,156100,39,119
"Noble County, Ohio",14216,51.9,13338,553,182,5,51547,28676,2001,199,5787,716,137500,39,121
"Ottawa County, Ohio",40367,49.8,37585,399,2158,130,69515,44479,3481,664,28626,846,179100,39,123
"Paulding County, Ohio",18827,41.4,17570,105,955,46,65331,34050,1759,350,8524,718,122200,39,125
"Perry County, Ohio",35451,41.1,34098,91,346,28,62899,29675,5369,779,15003,695,161300,39,127
"Pickaway County, Ohio",58809,39.5,54399,2228,959,84,67600,32689,6813,1120,22384,906,219900,39,129
"Pike County, Ohio",27151,40.9,25815,295,229,83,50832,29273,5297,561,12047,817,131300,39,131
"Portage County, Ohio",161217,39.1,142780,7585,3327,2951,69796,37771,17374,4905,70692,990,197100,39,133
"Preble County, Ohio",40929,43.0,39238,279,443,93,66355,33627,4191,700,18088,803,158700,39,135
"Putnam County, Ohio",34400,40.3,31871,219,2259,30,79453,36877,2232,385,13846,807,176200,39,137
"Richland County, Ohio",125008,40.9,106875,9847,2667,1080,56557,29570,16356,2735,54581,768,140500,39,139
"Ross County, Ohio",76957,41.3,68763,4268,1063,336,58048,29718,11548,1933,32051,827,153500,39,141
"Sandusky County, Ohio",58885,42.3,51345,1975,6210,328,60814,32788,7498,1387,26500,756,142300,39,143
"Scioto County, Ohio",73716,40.6,68616,2045,1143,357,46360,25279,16750,2168,33209,723,122900,39,145
"Seneca County, Ohio",55062,40.6,50519,1621,3055,321,62476,31770,6063,1176,23960,789,128100,39,147
"Shelby County, Ohio",48145,40.2,44751,1011,787,357,73502,35363,5189,1240,20102,865,174200,39,149
"Stark County, Ohio",374199,41.8,322098,27867,8727,3368,63130,34652,48133,8114,167068,838,164900,39,151
"Summit County, Ohio",539361,41.1,409561,75371,13165,21162,68360,40786,65839,15026,246641,956,182500,39,153
"Trumbull County, Ohio",201749,44.0,175173,15945,4097,1175,53537,30294,33912,4378,94575,752,121400,39,155
"Tuscarawas County, Ohio",92840,41.1,88718,569,3177,336,61953,31736,11413,2514,40785,844,163700,39,157
"Union County, Ohio",63411,38.4,55745,1581,1443,2975,104496,48025,3131,987,23441,1144,282900,39,159
"Van Wert County, Ohio",28833,41.3,27167,206,1122,32,64841,31831,2378,562,12560,769,129300,39,161
"Vinton County, Ohio",12790,43.6,12314,9,30,0,50967,27587,2419,191,5952,675,123400,39,163
"Warren County, Ohio",243189,39.5,207082,8505,7597,16113,103128,49360,12120,3737,93520,1254,290900,39,165
"Washington County, Ohio",59639,44.1,56574,721,685,465,59053,33987,8198,1494,27997,794,164000,39,167
"Wayne County, Ohio",116680,38.8,109599,1564,2507,1312,70320,32908,9869,1909,46649,824,189800,39,169
"Williams County, Ohio",36973,41.5,34432,431,1861,210,60632,31189,3996,643,16566,771,131100,39,171
"Wood County, Ohio",131564,35.4,117113,2660,7862,2547,70537,39771,16241,3576,56919,907,203300,39,173
"Wyandot County, Ohio",21818,42.3,20762,34,690,172,68552,33994,1484,314,9851,753,154200,39,175
"Adair County, Oklahoma",19726,38.1,7756,66,1504,268,44955,20710,4339,487,8141,608,108200,40,001
"Alfalfa County, Oklahoma",5683,43.6,4695,201,376,39,75028,28976,534,89,2505,654,96300,40,003
"Atoka County, Oklahoma",14117,40.6,9837,457,599,106,49181,25353,2311,300,6012,669,123000,40,005
"Beaver County, Oklahoma",5071,39.9,3735,20,1337,6,62981,29533,351,45,2480,838,106500,40,007
"Beckham County, Oklahoma",22295,36.3,18373,1422,3566,139,51499,26231,4110,562,10125,793,149800,40,009
"Blaine County, Oklahoma",8661,41.3,6709,404,1176,0,56843,30442,1013,226,4559,844,122800,40,011
"Bryan County, Oklahoma",46528,36.8,33332,1010,3199,309,54289,29516,7399,1023,20396,877,151500,40,013
"Caddo County, Oklahoma",26910,37.4,16282,951,4038,34,52443,25559,4723,685,11658,686,99900,40,015
"Canadian County, Oklahoma",156681,36.2,119845,5582,16521,4803,82364,36884,12250,3360,59808,1129,212700,40,017
"Carter County, Oklahoma",48202,38.4,33751,2942,4088,622,56390,31036,7257,928,21609,908,144400,40,019
"Cherokee County, Oklahoma",47412,36.5,22852,574,3737,495,52410,28178,9468,1212,22138,773,144600,40,021
"Choctaw County, Oklahoma",14285,41.7,8633,1390,761,99,43252,25283,3195,409,7105,662,113500,40,023
"Cimarron County, Oklahoma",2272,45.9,2025,3,544,0,57100,33925,246,2,1378,615,77900,40,025
"Cleveland County, Oklahoma",295060,34.8,215449,14127,28359,13567,71757,36913,36252,7240,121845,1073,203900,40,027
"Coal County, Oklahoma",5287,40.7,3543,13,273,25,47117,26899,1196,121,2581,679,90800,40,029
"Comanche County, Oklahoma",121777,33.5,72613,18938,17286,2976,57150,29980,18561,3250,52585,903,145800,40,031
"Cotton County, Oklahoma",5537,42.8,4339,99,509,4,60208,31989,1179,54,2712,738,105500,40,033
"Craig County, Oklahoma",14144,41.2,8756,478,678,179,48018,24199,2538,261,6378,810,120000,40,035
"Creek County, Oklahoma",72076,40.4,55330,1423,3514,433,61657,31222,9590,1183,31114,880,158900,40,037
"Custer County, Oklahoma",28391,32.4,20807,964,5456,354,58669,30880,4290,422,12907,732,168700,40,039
"Delaware County, Oklahoma",40791,46.8,26067,171,1695,571,53290,34489,7647,889,24232,833,152500,40,041
"Dewey County, Oklahoma",4504,38.1,3743,3,351,4,61310,31951,628,102,2195,844,117200,40,043
"Ellis County, Oklahoma",3755,43.8,3349,9,301,35,57768,31331,541,153,2143,732,106800,40,045
"Garfield County, Oklahoma",62456,35.7,48134,1315,8625,766,64165,32579,8463,1348,27755,868,142000,40,047
"Garvin County, Oklahoma",25806,38.8,20654,489,2617,80,53600,29270,3725,310,12109,791,124300,40,049
"Grady County, Oklahoma",55314,39.7,45811,1222,3539,263,74349,34607,5954,1321,23142,841,177100,40,051
"Grant County, Oklahoma",4152,41.1,3641,93,242,9,58980,33685,533,65,2185,830,84700,40,053
"Greer County, Oklahoma",5531,41.0,4498,314,701,6,55204,22721,750,119,2628,641,97400,40,055
"Harmon County, Oklahoma",2499,40.7,1678,249,794,6,55729,31814,425,88,1359,727,78500,40,057
"Harper County, Oklahoma",3272,39.7,2587,0,793,0,59934,26279,443,38,1720,791,96700,40,059
"Haskell County, Oklahoma",11651,41.3,8147,58,597,105,46239,25234,2467,376,5677,730,109600,40,061
"Hughes County, Oklahoma",13409,39.2,8600,545,831,58,44799,22887,2484,287,5818,604,87300,40,063
"Jackson County, Oklahoma",24776,34.7,18186,1572,6285,376,60954,31421,3491,476,12041,842,115200,40,065
"Jefferson County, Oklahoma",5420,40.9,4367,102,625,1,48346,30099,1221,94,2764,566,72200,40,067
"Johnston County, Oklahoma",10410,39.5,7160,228,640,7,48476,24457,2275,221,4721,690,99100,40,069
"Kay County, Oklahoma",43859,38.2,33080,886,3867,268,53746,29800,6998,1256,20990,786,111600,40,071
"Kingfisher County, Oklahoma",15290,38.1,12636,100,2577,228,65167,35098,1838,182,6402,905,189000,40,073
"Kiowa County, Oklahoma",8446,41.6,6789,307,1020,32,42679,23548,1915,156,4700,572,80200,40,075
"Latimer County, Oklahoma",9537,40.9,6036,114,471,93,42735,25189,1522,302,4700,694,102400,40,077
"Le Flore County, Oklahoma",48525,38.8,34969,910,3669,403,46750,23718,9567,1020,21149,753,111300,40,079
"Lincoln County, Oklahoma",33734,41.0,27977,632,1254,145,57656,30408,4746,448,14539,731,141400,40,081
"Logan County, Oklahoma",49919,39.9,39700,3586,3640,330,80565,39571,6551,678,19246,869,221300,40,083
"Love County, Oklahoma",10158,39.0,7646,205,1757,70,60758,28560,1430,251,4706,812,154500,40,085
"McClain County, Oklahoma",42393,38.8,34191,426,3713,217,80150,39921,2987,859,16633,920,214400,40,087
"McCurtain County, Oklahoma",31003,38.2,18987,2422,2057,307,47046,24635,6460,631,14025,677,111400,40,089
"McIntosh County, Oklahoma",19159,47.4,13095,489,610,158,43467,24967,4154,262,11893,700,121000,40,091
"Major County, Oklahoma",7678,42.2,6560,2,793,36,67621,33480,873,63,3703,628,123200,40,093
"Marshall County, Oklahoma",15494,42.0,10475,154,2904,40,53734,27997,2874,372,8823,761,136500,40,095
"Mayes County, Oklahoma",39324,40.3,25142,150,1565,185,56552,29607,6599,1044,18358,788,153500,40,097
"Murray County, Oklahoma",13837,41.5,9996,171,1018,0,60213,32488,1949,127,6546,824,148200,40,099
"Muskogee County, Oklahoma",66606,38.1,37411,6631,4753,446,50289,26684,11317,1586,29435,793,128900,40,101
"Noble County, Oklahoma",10981,41.1,8859,124,487,22,66813,31946,1155,198,5089,710,140900,40,103
"Nowata County, Oklahoma",9460,42.1,6266,138,372,43,50960,29851,1480,180,4390,741,113100,40,105
"Okfuskee County, Oklahoma",11349,40.1,7035,737,523,74,45429,23052,2746,139,4824,677,104300,40,107
"Oklahoma County, Oklahoma",795822,35.1,497026,117074,145768,26940,62505,36987,123243,18445,353429,1008,190500,40,109
"Okmulgee County, Oklahoma",36900,39.3,23336,2752,1739,202,50819,27821,6359,1166,16749,765,106300,40,111
"Osage County, Oklahoma",46004,43.2,29305,4878,1945,144,58189,29906,5548,1127,19775,773,155200,40,113
"Ottawa County, Oklahoma",30472,37.6,19641,356,1872,222,46186,24354,5977,491,13699,742,107500,40,115
"Pawnee County, Oklahoma",15682,41.5,11985,89,591,55,56279,28327,2319,238,7337,842,115000,40,117
"Payne County, Oklahoma",82058,27.2,63827,3176,4133,3367,46658,26916,17559,1873,36748,899,196100,40,119
"Pittsburg County, Oklahoma",43758,40.4,30994,1023,2550,202,53054,28257,7869,1165,22160,798,135800,40,121
"Pontotoc County, Oklahoma",38116,37.3,25109,934,2294,330,59457,30774,4897,771,17424,847,151500,40,123
"Pottawatomie County, Oklahoma",72734,37.7,53109,2346,4205,506,58270,28106,10955,1836,30051,848,147000,40,125
"Pushmataha County, Oklahoma",10845,44.0,7636,125,462,47,42274,23393,2314,362,5705,557,103500,40,127
"Roger Mills County, Oklahoma",3423,42.0,2899,3,275,11,57574,43603,461,73,1844,679,150700,40,129
"Rogers County, Oklahoma",95870,39.3,69283,896,5090,1603,75312,36885,8980,2301,38112,980,206300,40,131
"Seminole County, Oklahoma",23592,38.9,15458,1003,1345,54,43239,23137,5160,658,10789,695,88100,40,133
"Sequoyah County, Oklahoma",39538,40.8,24913,700,1953,278,47494,24708,7632,828,18183,788,118600,40,135
"Stephens County, Oklahoma",43140,40.7,34835,719,3616,229,57065,31501,7159,910,20347,831,127500,40,137
"Texas County, Oklahoma",21144,33.1,11941,1300,10097,257,55682,23855,4234,283,8448,865,146200,40,139
"Tillman County, Oklahoma",7013,40.8,4622,508,2006,31,46306,23729,1146,174,3789,682,62900,40,141
"Tulsa County, Oklahoma",668923,36.0,436958,66006,91419,24536,65229,38496,94860,18075,292863,1002,196300,40,143
"Wagoner County, Oklahoma",82269,38.9,58448,2814,5989,1630,75082,35675,7504,1992,32942,1000,201600,40,145
"Washington County, Oklahoma",52579,39.7,38683,1388,3486,1120,59426,34243,7156,912,23738,879,151000,40,147
"Washita County, Oklahoma",10930,40.4,9371,153,1151,16,60600,31421,1325,294,5165,752,102600,40,149
"Woods County, Oklahoma",8661,33.7,7622,270,648,15,50724,29914,1435,215,4457,793,146700,40,151
"Woodward County, Oklahoma",20411,36.8,17532,322,2845,83,61207,31995,2889,527,9372,839,161600,40,153
"Baker County, Oregon",16685,47.4,15170,196,824,47,51657,32672,2225,362,8671,765,231100,41,001
"Benton County, Oregon",95615,33.5,78175,1124,7716,6669,72882,39940,17101,3380,40092,1315,442300,41,003
"Clackamas County, Oregon",420925,41.9,346783,3665,39282,19956,95740,49340,31670,10788,170723,1605,532200,41,005
"Clatsop County, Oregon",41190,44.9,35709,378,3740,494,68025,37166,4176,943,23060,1096,407700,41,007
"Columbia County, Oregon",52865,43.1,46598,243,3187,319,83265,37986,4760,1149,21773,1211,365100,41,009
"Coos County, Oregon",64908,48.4,56258,329,4618,769,57563,33572,10275,1595,31476,952,276300,41,011
"Crook County, Oregon",24987,47.0,22504,79,2005,89,74969,38484,1965,481,11236,1129,368200,41,013
"Curry County, Oregon",23404,56.8,20541,88,1825,188,64300,38214,2886,688,13055,1105,353200,41,015
"Deschutes County, Oregon",199352,42.6,178997,830,16887,2339,82042,46765,18052,5408,94911,1550,526200,41,017
"Douglas County, Oregon",111322,46.6,98769,287,7025,1110,56440,31241,16359,2839,49926,957,262400,41,019
"Gilliam County, Oregon",1983,51.0,1705,0,166,15,58409,34042,251,54,1081,1071,151500,41,021
"Grant County, Oregon",7237,51.7,6510,8,312,54,56045,33409,1164,237,4128,803,185500,41,023
"Harney County, Oregon",7496,45.5,6620,23,409,0,45462,26910,890,179,3705,665,174100,41,025
"Hood River County, Oregon",23965,40.2,19034,230,7391,222,80254,43333,1558,442,10131,1281,492500,41,027
"Jackson County, Oregon",222604,42.3,189637,1426,31198,2560,67690,36538,29130,5781,96286,1208,369500,41,029
"Jefferson County, Oregon",24659,41.1,16068,176,5121,97,69345,30917,2984,766,10301,940,307200,41,031
"Josephine County, Oregon",87994,47.4,78007,498,7143,753,56068,32159,13981,2939,38939,1093,353800,41,033
"Klamath County, Oregon",69506,41.1,56303,447,9900,611,57219,31260,12201,2169,32864,921,234200,41,035
"Lake County, Oregon",8201,46.1,7169,21,774,71,54663,29400,1505,259,4226,816,169000,41,037
"Lane County, Oregon",382218,40.1,318993,4046,36603,9870,65157,36776,60298,13025,166750,1210,363800,41,039
"Lincoln County, Oregon",50334,52.4,42243,193,4930,688,57794,35295,7315,1688,32094,1057,345300,41,041
"Linn County, Oregon",128598,40.0,110542,597,12786,1085,69523,32501,15074,3825,52145,1160,319800,41,043
"Malheur County, Oregon",31538,35.9,24233,273,11034,358,48371,22145,5276,768,11669,761,187500,41,045
"Marion County, Oregon",345815,37.0,247492,4143,96270,7155,70926,33545,43663,9082,129065,1228,352500,41,047
"Morrow County, Oregon",12140,37.0,8492,81,4651,89,64975,29975,2020,171,4724,837,213900,41,049
"Multnomah County, Oregon",808098,38.2,585219,43931,99498,61740,83668,49713,96850,26118,363661,1515,492100,41,051
"Polk County, Oregon",87600,37.1,71042,651,13184,1620,77353,38920,10140,2285,33916,1219,382200,41,053
"Sherman County, Oregon",1900,45.7,1671,7,96,7,57171,33206,295,18,953,911,186300,41,055
"Tillamook County, Oregon",27345,48.7,24024,145,2943,230,63098,35433,3319,600,18974,1148,363100,41,057
"Umatilla County, Oregon",79904,36.9,60983,612,22413,694,70322,30263,8868,2452,31264,930,236800,41,059
"Union County, Oregon",26286,39.7,23701,257,1368,363,61946,31640,3925,779,11694,930,243400,41,061
"Wallowa County, Oregon",7439,50.9,6721,75,280,28,62238,37378,676,210,4313,830,336900,41,063
"Wasco County, Oregon",26639,40.4,21820,82,5309,179,61316,35869,3049,909,12038,925,298200,41,065
"Washington County, Oregon",599541,37.5,412135,13785,104252,65752,100121,49553,48495,15166,237586,1695,504300,41,067
"Wheeler County, Oregon",1407,56.1,1252,0,86,10,50774,27847,137,28,930,730,194900,41,069
"Yamhill County, Oregon",107674,39.4,86975,667,17840,1621,80125,38002,11625,2163,40239,1302,408500,41,071
"Adams County, Pennsylvania",104604,43.8,95750,1694,7688,844,78975,37349,7909,1832,43118,1060,242800,42,001
"Allegheny County, Pennsylvania",1245310,40.6,969070,158051,29272,50929,72537,45939,134587,33317,602734,1050,200200,42,003
"Armstrong County, Pennsylvania",65538,47.0,63113,689,560,241,61011,33390,6725,1614,32172,777,135800,42,005
"Beaver County, Pennsylvania",167629,44.9,148540,10127,3227,839,67194,37649,17201,4760,79104,830,170900,42,007
"Bedford County, Pennsylvania",47613,47.3,45949,347,598,249,58337,31269,5071,990,23547,727,165200,42,009
"Berks County, Pennsylvania",428483,39.9,322910,21068,99460,5831,74617,37776,49115,12012,170678,1078,225700,42,011
"Blair County, Pennsylvania",122640,42.9,115276,2329,1721,688,59386,33585,15739,2508,55808,838,149300,42,013
"Bradford County, Pennsylvania",60159,43.9,57419,455,946,352,60650,32440,7809,1307,29443,824,169700,42,015
"Bucks County, Pennsylvania",645163,44.0,540421,25143,38195,31585,107826,54930,35830,16525,255599,1461,395800,42,017
"Butler County, Pennsylvania",194562,43.4,183767,2180,3391,2758,82932,45389,14930,4715,85479,978,258500,42,019
"Cambria County, Pennsylvania",133263,45.6,122895,4877,2464,664,54221,31532,18240,3007,64522,700,110900,42,021
"Cameron County, Pennsylvania",4536,51.8,4311,2,91,4,46186,27426,674,139,3956,657,85900,42,023
"Carbon County, Pennsylvania",65018,46.3,59656,1582,3889,288,64538,34375,7551,2287,34247,941,179600,42,025
"Centre County, Pennsylvania",158665,33.3,136130,5157,4948,9861,70087,37262,23717,3084,65712,1118,289800,42,027
"Chester County, Pennsylvania",536474,40.7,431632,29302,40883,33658,118574,60599,31170,11679,208672,1601,435000,42,029
"Clarion County, Pennsylvania",37489,41.5,35716,607,421,185,58690,30444,4942,1021,18897,754,143300,42,031
"Clearfield County, Pennsylvania",79707,45.2,74333,1851,2314,429,56982,29950,10274,2234,38157,737,118300,42,033
"Clinton County, Pennsylvania",37860,39.8,35945,493,654,270,59011,30723,4771,996,18623,840,165100,42,035
"Columbia County, Pennsylvania",64924,41.3,60451,1204,2219,674,59457,31238,9313,1510,29695,862,183200,42,037
"Crawford County, Pennsylvania",83876,43.6,78993,1281,1250,499,58734,30989,10204,2159,42234,769,136000,42,039
